word	word_length	aoa	OLD20	log10_freq_opensubs	log10_freq_sdewac	concreteness
Wal	-1.699845849823734	-1.042421747983666	-1.699845849823734	0.3165061925050769	-0.40766177946706805	1.4752347817916651	
Wildschwein	1.5514499359303673	-0.8397852091104352	1.5514499359303673	-0.33137875123835253	-0.6199106463528652	1.2048079571852055	
Wildkatze	0.738625989491842	0.11379850323418057	0.738625989491842	-0.7114811425101301	-1.0845155410542282	0.9939465124480101	
Wolf	-1.2934338766044715	-1.5152403386878717	-1.2934338766044715	0.9616824975215814	0.9203899140140906	0.8980462508584943	
Wurm	-1.2934338766044715	-1.3404166580913583	-1.2934338766044715	0.38715149883690453	0.05098818949289226	0.667528230764442	
Zebra	-0.8870219033852087	-1.217245428580179	-0.8870219033852087	-0.0636556416641064	-0.7453519980815116	0.634171618037654	
Albatros	0.33221401627257935	1.1071148702598224	0.33221401627257935	-0.8854082760594933	-1.0796262700062584	1.1261816557577764	
Schwarzstorch	2.364273882368893	1.2263128343028995	2.364273882368893	nan	-1.3473210328518923	0.6061758894991	
Amsel	-0.8870219033852087	-1.2490315523249995	-0.8870219033852087	-1.0041176647225842	-0.7534035660687185	1.3698040594230676	
Blaumeise	0.738625989491842	0.19326381259623215	0.738625989491842	-1.950005354830847	-1.7868399133149084	1.0809119670571359	
Wellensittich	2.364273882368893	-0.6808545903863322	2.364273882368893	-1.031888194801246	-0.5885436713185616	1.6849049189314755	
Bussard	-0.07419795694668337	-0.005399460808895996	-0.07419795694668337	-1.0737163006109145	-1.3036542424104596	1.3340648315015087	
Kanarienvogel	2.364273882368893	0.11379850323418057	2.364273882368893	-0.5844680829441735	-1.2030883105144183	1.4174563633184785	
Buchfink	0.33221401627257935	0.3521944313203353	0.33221401627257935	-2.2790705321927063	-1.677223262256709	1.6348699998412932	
Huhn	-1.2934338766044715	-1.4596146221344355	-1.2934338766044715	0.677076186411848	0.11662114397262144	2.109010423600637	
Nymphensittich	2.7706858555881553	0.9640773134081299	2.7706858555881553	-2.365625995600675	-1.929886353729658	0.8914940590728753	
Mäusebussard	1.95786190914963	0.8687189421736682	1.95786190914963	-3.1296916759662694	-1.6439051572263828	1.4567695140321935	
Kranich	-0.07419795694668337	0.3561676967884374	-0.07419795694668337	-0.8116268756727401	-0.816753227140553	1.5979394643223497	
Krähe	-0.8870219033852087	-0.958983173153512	-0.8870219033852087	-0.1007878398440517	-0.6561482407505446	1.605682963705354	
Kuckuck	-0.07419795694668337	-1.384122578240487	-0.07419795694668337	0.12933096017180662	-0.6911131552500956	0.8629026767356289	
Taube	-0.8870219033852087	-1.3126037998146407	-0.8870219033852087	0.18048829317895806	0.004970546664410248	1.5729220047772583	
Ente	-1.2934338766044715	-1.682117488348179	-1.2934338766044715	0.4839597093643389	-0.06982536136443439	1.4323477082857947	
Adler	-0.8870219033852087	-0.53781703353464	-0.8870219033852087	0.5166195090705655	0.36180311933876774	1.1351164627381665	
Uhu	-1.699845849823734	-1.396042374644794	-1.699845849823734	-1.0376426979793747	-0.5711192689506385	1.6289134618543668	
Fink	-1.2934338766044715	-0.5616566263432554	-1.2934338766044715	-0.35277913827778973	-0.39117261766160344	0.1731355778495487	
Flamingo	0.33221401627257935	0.3243815730436167	0.33221401627257935	-0.6049636700147941	-1.3473210328518923	1.3066647567616472	
Steinadler	1.1450379627111047	0.7018417925133608	1.1450379627111047	-1.4154419802472433	-1.1097520607113207	1.1005685424139933	
Goldkehlchen	1.95786190914963	1.0355960918339762	1.95786190914963	-1.7846499911502165	-2.201349160604613	nan	
Stieglitz	0.738625989491842	1.250152427111515	0.738625989491842	-1.5310992981840723	-1.0605606281881372	nan	
Habicht	-0.07419795694668337	0.31246177663930874	-0.07419795694668337	-0.9482012639847556	-0.8514324556283898	0.8766027141055595	
Graugans	0.33221401627257935	0.3601409622565401	0.33221401627257935	-2.4715613212425502	-1.4455074611814682	1.3876736733838466	
Haubentaucher	2.364273882368893	0.8687189421736682	2.364273882368893	-2.6081357095545656	-1.3222632631245492	1.1863426894257334	
Kohlmeise	0.738625989491842	0.15353115791520663	0.738625989491842	-2.4715613212425502	-1.677223262256709	1.3185778327355002	
Grünspecht	1.1450379627111047	0.16942421978761674	1.1450379627111047	-2.2058889306216947	-1.8325346717412971	1.407330248740704	
Grünfink	0.33221401627257935	0.9481842515357203	0.33221401627257935	-1.757514565781003	-2.1066706327014963	0.9397420167669795	
Falke	-0.8870219033852087	-0.32723396372520414	-0.8870219033852087	0.08085126074609038	-0.5766700439614261	0.9242550180009709	
Reiher	-0.48060993016594605	0.20121034353243747	-0.48060993016594605	-1.1939186975715053	-0.9475570616742884	1.4222215937080196	
Nebelkrähe	1.1450379627111047	0.7097883234495656	1.1450379627111047	-1.6622480194463032	-1.9499664238765013	0.7538980315748749	
Kolibri	-0.07419795694668337	0.7495209781305916	-0.07419795694668337	-0.7085775206175151	-1.2758182096543864	1.2637776832557768	
Eichelhäher	1.5514499359303673	0.9561307824719251	1.5514499359303673	-1.7074956408769562	-1.3304688688002428	1.506804433122375	
Turmfalke	0.738625989491842	1.0673822155787969	0.738625989491842	-2.8006264986044096	-1.7655516211661004	1.6396352302308344	
Eisvogel	0.33221401627257935	0.9640773134081299	0.33221401627257935	-2.4715613212425502	-0.9236628201172151	1.340021369488435	
Elster	-0.48060993016594605	-0.16433007953299889	-0.48060993016594605	-0.6804781544105092	-0.5422238875503431	0.3941231371645188	
Flugente	0.33221401627257935	0.43165974068238633	0.33221401627257935	-2.4715613212425502	-2.3429416385931194	nan	
Nachtigall	1.1450379627111047	-0.045132115489921784	1.1450379627111047	-0.20471580224353286	-0.4962656883530059	0.7979764126781309	
Eule	-1.2934338766044715	-1.1457266501543326	-1.2934338766044715	0.02991673150903443	-0.2592247985256424	1.6783527271458563	
Sittich	-0.07419795694668337	0.20915687446864226	-0.07419795694668337	-1.1859396744652526	-1.0131919333695003	1.5490958528295526	
Pfau	-1.2934338766044715	-0.3113409018527938	-1.2934338766044715	-0.4495682667370656	-0.7534035660687185	1.2196993021525213	
Pelikan	-0.07419795694668337	0.038306459340232184	-0.07419795694668337	-1.0434678103194552	-1.1080269749359966	2.044084159543139	
Fasan	-0.8870219033852087	0.07009258308505292	-0.8870219033852087	-0.6049636700147941	-1.2094498958878896	1.3960128265655436	
Rabe	-1.2934338766044715	-0.720587245067358	-1.2934338766044715	-0.14635742852984565	-0.31128341479105304	1.0731684676741315	
Rotkehlchen	1.5514499359303673	-0.6411219357053067	1.5514499359303673	-0.8770792782234141	-0.9524846305780305	1.3924389037733877	
Käuzchen	0.33221401627257935	0.7495209781305916	0.33221401627257935	-1.366707875341234	-1.6492973351621851	nan	
Seeadler	0.33221401627257935	0.590590359406489	0.33221401627257935	-1.6843329642099911	-0.7861871986713281	1.3620605600400628	
Möwe	-1.2934338766044715	-1.117913791877615	-1.2934338766044715	-0.4683892817027788	-0.8464607506789384	1.661674420782462	
Zeisig	-0.48060993016594605	1.1389009940046426	-0.48060993016594605	-1.202034120822213	-1.9012830246035783	0.5960497749213248	
Spatz	-0.8870219033852087	-1.117913791877615	-0.8870219033852087	-0.02508406489578484	-0.5948845300711704	1.0004987042336293	
Sperber	-0.07419795694668337	1.250152427111515	-0.07419795694668337	-1.1195889921773052	-0.7809929028983607	0.5227843576821297	
Buntspecht	1.1450379627111047	-0.2437953888950502	1.1450379627111047	-1.3784304635150968	-1.5217715374004006	1.1243946943616985	
Storch	-0.48060993016594605	-1.3563097199637688	-0.48060993016594605	-0.43960830633416376	-0.43249964220654236	0.948676823747369	
Schwan	-0.48060993016594605	-1.384122578240487	-0.48060993016594605	-0.046842435594514745	-0.23914472837879872	1.409117210136782	
Mauersegler	1.5514499359303673	1.202473241494284	1.5514499359303673	-2.142496143880691	-0.7632504020901422	1.0404075087460358	
Drossel	-0.07419795694668337	-0.0848647701709473	-0.07419795694668337	-0.9293971940585571	-1.2094498958878896	0.27618368502337587	
Meise	-0.8870219033852087	-0.6411219357053071	-0.8870219033852087	-0.8044877832535646	-0.9727262519792964	1.2441211078989198	
Geier	-0.8870219033852087	-0.43053886589587087	-0.8870219033852087	0.32379983833142756	-0.3615949307738144	0.8057199120611351	
Bachstelze	1.1450379627111047	0.9958634371529506	1.1450379627111047	-2.142496143880691	-1.9928878580271672	0.885537521085949	
Weißstorch	1.1450379627111047	0.9481842515357203	1.1450379627111047	nan	-1.07639467905796	0.8831549058911786	
Wildente	0.33221401627257935	0.6303230140875145	0.33221401627257935	-1.4154419802472433	-1.8168062008291577	1.0082422036166334	
Auerhahn	0.33221401627257935	0.7415744471943863	0.33221401627257935	-1.2186933985361164	-1.7385836851294998	1.0779336980636727	
Specht	-0.48060993016594605	-1.0384484825155635	-0.48060993016594605	-0.7384452741017287	-0.556985641517855	0.9004288660532652	
Zaunkönig	0.738625989491842	0.15353115791520663	0.738625989491842	-1.4027814779727739	-1.0274903134653044	0.800954681671594	
Spargel	-0.07419795694668337	-0.07691823923474225	-0.07419795694668337	-0.4825616983108806	0.08212041058528721	1.2560341838727724	
Aubergine	0.738625989491842	1.5839067264321307	0.738625989491842	-0.773627344641195	-1.29589827980123	1.4811913197785913	
Avocado	-0.07419795694668337	1.5878799919002324	-0.07419795694668337	-0.7232765492591043	-1.0894560095884325	nan	
Bohne	-0.8870219033852087	-1.0940741990689993	-0.8870219033852087	-0.2283293961831276	-0.6634736028240286	1.3692084056243747	
Fleischtomate	2.364273882368893	1.250152427111515	2.364273882368893	-2.8006264986044096	-2.2376601828187868	nan	
Rote Beete	1.1450379627111047	-0.40272600761915256	1.1450379627111047	nan	nan	nan	
Brokkoli	0.33221401627257935	0.4078201478737709	0.33221401627257935	-0.4512487665431977	-0.7707727827024502	nan	
Rosenkohl	0.738625989491842	-0.6013892810242809	0.738625989491842	-0.6832144196195038	-0.9414691006394789	1.470469551402124	
Mohrrübe	0.33221401627257935	-1.3563097199637686	0.33221401627257935	-1.8768237532598353	-1.7320758518289003	1.5359914692583148	
Blumenkohl	1.1450379627111047	-0.8795178637914607	1.1450379627111047	-0.7509391714615177	-0.74216945357637	1.7164745702621855	
Knollensellerie	3.177097828807418	1.4249761077080276	3.177097828807418	-2.8006264986044096	-1.8921213690892407	1.1535817304976381	
Sellerie	0.33221401627257935	-0.045132115489921784	0.33221401627257935	-0.4990283443729189	-0.48006658355253523	1.2071905723799758	
Kirschtomate	1.95786190914963	1.7110512214114126	1.95786190914963	-2.8006264986044096	-2.669975710630755	1.574113312374644	
Chicoree	0.33221401627257935	1.5362275408148993	0.33221401627257935	-1.9913131968081625	-1.4745511173893735	nan	
Peperoni	0.33221401627257935	1.1071148702598224	0.33221401627257935	-0.5008937326256161	-1.1028892424914618	nan	
Chilischote	1.5514499359303673	1.2263128343028995	1.5514499359303673	-1.9120058237993018	-1.314197931103503	nan	
Chinakohl	0.738625989491842	1.4170295767718228	0.738625989491842	-2.365625995600675	-1.392289370143357	1.315599563742037	
Cocktailtomate	2.7706858555881553	1.86203530919931	2.7706858555881553	-3.1296916759662694	-3.2380226418802005	1.2310167243276815	
Zucchini	0.33221401627257935	1.5839067264321307	0.33221401627257935	-0.6539494265034304	-0.42232653498268835	nan	
Gurke	-0.8870219033852087	-1.3682295163680762	-0.8870219033852087	-0.21177902476666394	-0.5214090783389869	0.7824894139121218	
Fenchel	-0.07419795694668337	0.9481842515357203	-0.07419795694668337	-1.067510451463588	-0.5885436713185616	0.93080720978659	
Ingwer	-0.48060993016594605	1.7507838760924381	-0.48060993016594605	-0.6119969942037204	-0.3135157089434854	1.0773380442649798	
Grünkohl	0.33221401627257935	0.2727291219582832	0.33221401627257935	-0.9340288473766536	-0.7159510179895698	1.116055541180002	
Eisbergsalat	1.95786190914963	1.2739920199201298	1.95786190914963	-1.7318466553346334	-1.4975708259176899	1.3114299871511883	
Kidneybohne	1.5514499359303673	1.5282810098786945	1.5514499359303673	-2.4715613212425502	-3.429325310480359	nan	
Kohlrabi	0.33221401627257935	-0.8795178637914607	0.33221401627257935	-1.6015603152350806	-0.7501664320393205	1.340021369488435	
Feldsalat	0.738625989491842	0.11379850323418057	0.738625989491842	-2.0865797431428623	-0.9354586953595789	1.0153900492009449	
Blattsalat	1.1450379627111047	0.15353115791520663	1.1450379627111047	-2.142496143880691	-1.5472810165293414	0.7717676455356544	
Porree	-0.48060993016594605	-0.362993352938127	-0.48060993016594605	-1.6843329642099911	-0.9537246061509549	1.017772664395716	
Salat	-0.8870219033852087	-1.217245428580179	-0.8870219033852087	0.5721948429392509	0.30830901637749186	0.9933508586493173	
Olive	-0.8870219033852087	0.7773338364073091	-0.8870219033852087	0.15254083010880481	-1.0911143959493863	1.6813309961393195	
Zwiebel	-0.07419795694668337	-1.078181137196589	-0.07419795694668337	-0.32747139832097333	0.10214289441748615	1.0070508960192484	
Erbse	-0.8870219033852087	-1.4397482947939224	-0.8870219033852087	-0.6337446453834091	-1.0174361338088447	1.3602735986439853	
Paprika	-0.07419795694668337	-0.3590200874700246	-0.07419795694668337	-0.23043935832080595	-0.03191370142394859	1.4126911329289373	
Kartoffel	0.738625989491842	-1.5947056480499227	0.738625989491842	-0.1221835891813382	-0.14963246965259258	1.4990609337393708	
Kürbis	-0.48060993016594605	-0.6729080594501272	-0.48060993016594605	-0.027146663503840256	-0.46002442962172285	1.6747788043537004	
Radieschen	1.1450379627111047	-0.7285337760035634	1.1450379627111047	-0.641221031386584	-0.7204731973434059	1.4490260146491891	
Rotkohl	-0.07419795694668337	-0.8795178637914607	-0.07419795694668337	-1.4027814779727739	-0.9414691006394789	1.3042821415668768	
Rucola	-0.48060993016594605	1.7666769379648484	-0.48060993016594605	-1.5150048518271122	-1.0828801479647494	nan	
Wirsingkohl	1.5514499359303673	0.45549933349100175	1.5514499359303673	-2.6081357095545656	-2.2376601828187868	nan	
Schalotte	0.738625989491842	1.7587304070286436	0.738625989491842	-2.4715613212425502	-0.8943062922573076	0.9397420167669795	
Sprosse	-0.07419795694668337	1.1071148702598224	-0.07419795694668337	-0.9482012639847556	-1.0715884191532854	nan	
Sauerampfer	1.5514499359303673	0.240942998213463	1.5514499359303673	-1.9913131968081625	-1.1865318596870715	0.9999030504349364	
Spinat	-0.48060993016594605	-1.43577502932582	-0.48060993016594605	-0.3184773948259705	-0.1557702973436095	1.2643733370544696	
Stangensellerie	3.177097828807418	1.0832752774512076	3.177097828807418	-2.2790705321927063	-1.8246048979553253	1.0475553543303477	
Esskastanie	1.5514499359303673	1.0832752774512076	1.5514499359303673	-2.2790705321927063	-2.1516389699929612	1.4478347070518034	
Mais	-1.2934338766044715	-0.6609882630458195	-1.2934338766044715	0.2306851568780076	0.21878373441910445	0.5662670849866928	
Tomate	-0.48060993016594605	-1.4874274804111536	-0.48060993016594605	-0.17558146571270927	-0.4407990722833417	1.8558575591562632	
Strauchtomate	2.364273882368893	0.7892536328116171	2.364273882368893	nan	-3.429325310480359	nan	
Weißkohl	0.33221401627257935	-0.4821913169812041	0.33221401627257935	-1.469757230396459	-1.170536753880054	1.2697342212427036	
