label	aoa	concreteness_difference	log10_frequency	cd_distance	w2v_distance	wordnet_distance	senses
-1	19	70	0.641	0.3611	0.886704571545124	0.7924431388572711	2
-1	41	53	1.0730999999999997	0.5832000000000002	0.9555405229330063	0.7429683136578511	9
-1	53	114	0.6523000000000003	0.3838999999999997	0.8642092347145081	0.8629891198788742	0
-1	17	36	1.3430999999999997	1.0484999999999998	0.9441699422895908	0.7463375132237084	34
-1	79	16	0.006699999999999928	0.10330000000000039	0.9736652486026287	0.7669101369438924	4
-1	73	11	0.9903	1.0112	0.9145703613758087	0.7616542297089943	7
-1	76	25	1.1793000000000005	1.1459000000000001	0.9588513821363449	0.7904382110915322	16
-1	14	14	0.0049000000000001265	0.023199999999999665	0.8855632171034813	0.7696691706985824	1
-1	22	29	0.8649	0.5781999999999998	0.973256204277277	0.8241489952828962	4
-1	98	102	0.3122999999999996	0.16789999999999994	0.9334993362426758	0.7965090787704044	7
-1	119	1	0.3546999999999998	0.16979999999999995	0.7388262748718262	0.8002376222517923	11
-1	103	29	1.3767000000000005	0.9602000000000004	0.8538549244403839	0.6131515192155925	1
-1	225	53	0.0051000000000001044	0.12009999999999987	0.9847639389336109	0.7725438643436764	1
-1	25	94	0.7948000000000004	0.5173000000000001	0.8755131661891937	0.8118933976314	5
-1	36	106	1.0387000000000004	0.47029999999999994	0.9456295743584633	0.6229118270575315	0
-1	16	12	0.10840000000000005	0.10220000000000029	0.9593569599092007	0.8095728151400421	19
-1	9	27	0.21940000000000026	0.2227999999999999	0.7363503575325012	0.7846551274376352	8
-1	39	130	0.4563999999999999	0.40759999999999996	0.8852831721305847	0.6831248676933661	14
-1	50	3	0.2591000000000001	0.4376000000000002	0.696636438369751	0.7557543626925202	9
-1	147	44	1.0995000000000004	0.9810000000000003	0.9681353904306889	0.8085295300030207	4
-1	74	288	1.0328000000000004	0.4483999999999999	0.9326615631580353	0.7886133620421547	1
-1	31	200	0.7749000000000001	0.7303999999999999	0.9128214716911316	0.7858029348409712	3
-1	42	124	0.9627999999999997	0.7963	0.9613313637673855	0.8485869170389294	1
-1	9	16	0.5106999999999999	0.4799000000000002	0.9474413692951202	0.7981652313728829	3
-1	3	65	0.9887000000000001	0.6974	0.9817848093807697	0.8504942798286452	7
-1	77	6	0.4144000000000001	0.42879999999999985	0.9174803197383881	0.7295691150954309	3
-1	169	186	0.06009999999999982	0.019099999999999895	0.9513598755002022	0.8293045799994734	1
-1	33	83	0.6343999999999999	0.43039999999999967	1.0017423257231712	0.8230276130817926	1
-1	23	4	1.2633000000000005	0.8063000000000002	0.9360516220331192	0.6861877432852664	2
-1	103	55	0.36450000000000005	0.3126000000000002	0.8315164148807526	0.8014321508307699	15
-1	248	65	0.04120000000000035	0.03320000000000034	0.8356376737356186	0.5901341940557627	7
-1	0	88	0.4310999999999998	0.27259999999999973	0.9679688811302185	0.8195090625550259	9
-1	5	170	1.2203000000000004	1.0036	0.9194277971982956	0.7963930893634045	11
-1	78	74	0.7332999999999998	0.6190000000000002	0.9763486497104168	0.8114480366125103	2
-1	20	42	1.9597000000000002	1.8369999999999997	1.0249481461942196	0.8112926985295407	3
-1	58	32	0.7391000000000001	0.7803	0.8962047100067139	0.6172735760971055	1
-1	94	56	0.37650000000000006	0.2006000000000001	0.870610922574997	0.7905757743236634	1
-1	31	40	0.8367	0.5751	0.9003945589065552	0.8121778822199582	11
-1	14	189	0.4535	0.29959999999999987	0.8583747148513794	0.8361301145821269	1
-1	100	141	0.7645	0.6070000000000002	0.9289359599351883	0.7589204958554804	3
-1	61	21	0.3915000000000002	0.39239999999999986	0.9291426464915276	0.8069919498490927	19
-1	72	153	1.2377000000000002	1.088	0.91008510440588	0.8371254807207315	7
-1	116	11	1.408	1.0619	0.968943789601326	0.832903920316201	1
-1	115	124	0.7183999999999999	0.9211	0.8178155422210693	0.907576609097195	11
-1	72	60	0.2089000000000003	0.012599999999999945	0.956770695745945	0.7577073597197437	8
-1	39	74	0.4890000000000003	0.6286	0.9377189204096794	0.6214761759244529	1
-1	72	27	0.44330000000000025	0.3448000000000002	0.9777585342526436	0.8043832256416692	3
-1	100	84	0.4889999999999999	0.5222000000000002	0.8760579824447632	0.833631988463496	1
-1	309	31	0.4072	0.22930000000000028	0.9686148948967457	0.7207246056317264	6
-1	64	59	0.6684000000000001	0.5516000000000001	0.72151780128479	0.797580643010486	6
-1	78	30	0.6787000000000001	0.6179000000000001	0.591311901807785	0.553030303030303	1
-1	41	7	0.18599999999999994	0.04010000000000025	0.8441542387008667	0.7676800667512742	10
-1	50	22	0.25839999999999996	0.15989999999999993	0.8882855251431465	0.8027307568974236	7
-1	84	11	0.8102	0.7443	0.9182700142264366	0.7963895672229006	7
-1	62	98	0.46099999999999985	0.06559999999999988	0.9302128776907921	0.8263707815942303	1
-1	81	11	0.5460000000000003	0.38119999999999976	0.7399753332138062	0.4095238095238095	2
-1	45	35	0.47460000000000013	0.41339999999999977	0.957954578101635	0.787109480851188	1
-1	52	5	0.738	0.6473999999999998	0.8676301836967468	0.8207210383846828	1
-1	58	50	0.5575999999999999	0.40090000000000003	0.9744685012847185	0.81940179646062	7
-1	39	45	0.6031	0.504	0.9178061932325363	0.7815201575968382	1
-1	64	49	0.26069999999999993	0.45230000000000015	0.8016298413276672	0.7645156094299406	9
-1	36	24	1.2443000000000004	1.0745	0.9163118973374367	0.6567199248120301	0
-1	175	167	0.20809999999999995	0.2952999999999997	0.9115870669484138	0.8084875001541668	3
-1	45	22	0.3794999999999997	0.36650000000000027	0.924567773938179	0.8173105261074495	4
-1	61	141	0.5458000000000003	0.46220000000000017	0.9025532752275467	0.8054324463415372	9
-1	62	127	0.22099999999999964	0.32730000000000015	0.9762321449816227	0.7904441168566556	3
-1	264	100	0.46179999999999977	0.41159999999999997	0.9504527077078819	0.8313704758219077	0
-1	81	9	0.22589999999999977	0.0844999999999998	0.8577674031257629	0.8364361373039718	2
-1	86	11	0.7246999999999999	0.8252000000000002	0.937635563313961	0.7368405845960025	10
-1	3	136	0.24660000000000037	0.30310000000000015	0.9694058485329151	0.8256965452222981	7
-1	175	14	0.7757999999999998	0.6539999999999999	0.9535646811127663	0.8537650294035743	1
-1	5	6	0.0013000000000000789	0.02519999999999989	0.7284603416919708	0.8215224807871866	3
-1	158	141	0.3982999999999999	0.4979	0.9889745628461242	0.8831905297800622	9
-1	78	49	0.7810999999999999	0.5212999999999997	0.90566136687994	0.8198205208009129	7
-1	94	26	0.4190999999999998	0.15520000000000023	0.9298211261630058	0.8123664239343142	9
-1	44	19	0.11909999999999998	0.09160000000000013	0.7219129502773285	0.720979020979021	1
-1	45	15	0.7008999999999999	0.8471000000000002	0.8060526102781296	0.8045323494650456	1
-1	41	192	0.03589999999999982	0.052200000000000024	0.9043875262141228	0.7571565487316261	6
-1	39	73	0.07750000000000012	0.20790000000000042	1.0530006811022758	0.7844823245945265	12
-1	39	35	1.1102000000000003	0.9895999999999998	0.9679554849863052	0.8382025457525035	8
-1	16	8	0.39659999999999984	0.2612000000000001	0.8125393986701965	0.7122933023861816	7
-1	52	156	1.0341999999999998	0.8738000000000001	0.9927272796630859	0.8422794730973265	3
-1	6	7	0.629	0.4681000000000002	0.9367854818701744	0.7558916711083894	1
-1	150	38	1.1748000000000003	0.7929999999999997	0.9560062363743782	0.7904427492365097	10
-1	150	116	0.1012000000000004	0.06490000000000018	0.9545974917709827	0.7733467868587914	1
