word_one	easiness_one	word_two	easiness_two	relatedness_judgment_easiness
Logik	1.5887280404567719	Trampel	-4.205915227532387	-2.005819797515869
Ehering	1.1312386095523834	Gestank	2.6945637315511703	-2.0774192810058594
Filzstift	-1.236615538597107	Gestank	2.6945637315511703	-2.083343267440796
Dekor	-4.277900390326977	Voraussicht	-9.307827413082123	-2.088102102279663
Egoismus	-5.623658895492554	Fremdkörper	-7.317862257361412	-2.089674234390259
Portion	1.8848784863948822	Schlafanzug	0.05377188324928284	-2.090285301208496
Tritt	5.9759720377624035	Zielsetzung	-9.369734287261963	-2.1039721965789795
Diener	4.948838196694851	Unvernunft	-9.013991370797157	-2.1056089401245117
Geruch	6.0035533383488655	Unvernunft	-9.013991370797157	-2.1102378368377686
Bauchweh	-1.2636765539646149	Logik	1.5887280404567719	-2.114043951034546
Aas	0.3766349283978343	Logik	1.5887280404567719	-2.114360809326172
Filzstift	-1.236615538597107	Schreck	1.122529048472643	-2.1170475482940674
Flut	3.843942305073142	Tugend	-2.3255178332328796	-2.118652582168579
Huhn	9.202502146363258	Motiv	2.5632340610027313	-2.119203567504883
Kastanie	-0.3792427182197571	Seite	12.505751194199547	-2.122272253036499
Schlafanzug	0.05377188324928284	Schrei	5.183623731136322	-2.1266796588897705
Einsicht	-2.077363073825836	Vagabund	-6.559552267193794	-2.1270124912261963
Dichter	2.7992759719491005	Kissen	7.090225178748369	-2.127094030380249
Motiv	2.5632340610027313	Pelikan	-2.187122419476509	-2.1289758682250977
Pelikan	-2.187122419476509	Schrei	5.183623731136322	-2.129946708679199
Einsicht	-2.077363073825836	Woge	-2.8034511134028435	-2.131821393966675
Gedicht	3.5261001884937286	Schlafanzug	0.05377188324928284	-2.1318318843841553
Allergie	-1.3147691935300827	Tugend	-2.3255178332328796	-2.1324470043182373
Egoismus	-5.623658895492554	Vegetation	-5.818114314228296	-2.1353561878204346
Kissen	7.090225178748369	Verkäufer	2.5692035406827927	-2.1391098499298096
Filzstift	-1.236615538597107	Herz	11.223403453826904	-2.1408700942993164
Idol	-0.2364078313112259	Schlafanzug	0.05377188324928284	-2.141184091567993
Spiel	11.976417370140553	Unvernunft	-9.013991370797157	-2.141653060913086
Schlafanzug	0.05377188324928284	Tango	-0.4860011413693428	-2.1418466567993164
Pfiff	0.8349706530570984	Schlafanzug	0.05377188324928284	-2.14190673828125
Schlafanzug	0.05377188324928284	Seite	12.505751194199547	-2.143125534057617
Logik	1.5887280404567719	Ration	-3.9064048528671265	-2.144505500793457
Huhn	9.202502146363258	Poet	-0.7001466602087021	-2.145655870437622
Bedürfnis	-2.3859115839004517	Perle	2.745215879753232	-2.146071434020996
Schlafanzug	0.05377188324928284	Theologe	-6.334034189581871	-2.1471126079559326
Gauner	1.876230489462614	Kastanie	-0.3792427182197571	-2.1488192081451416
Trampel	-4.205915227532387	Zielsetzung	-9.369734287261963	-2.1496570110321045
Egoismus	-5.623658895492554	Szene	4.544205605983734	-2.150236129760742
Logik	1.5887280404567719	Schatz	7.271676138043404	-2.1505093574523926
Diener	4.948838196694851	Zielsetzung	-9.369734287261963	-2.150629758834839
Hitze	6.143140479922295	Unvernunft	-9.013991370797157	-2.150853157043457
Huhn	9.202502146363258	Lorbeer	-3.944933667778969	-2.151259422302246
Logik	1.5887280404567719	Tritt	5.9759720377624035	-2.1512610912323
Bedürfnis	-2.3859115839004517	Medaille	0.9785107858479023	-2.151730537414551
Kissen	7.090225178748369	Unfall	7.878361284732819	-2.1524178981781006
Kastanie	-0.3792427182197571	Objekt	2.918055232614279	-2.15480375289917
Egoismus	-5.623658895492554	Helligkeit	-3.029441699385643	-2.155318260192871
Bedürfnis	-2.3859115839004517	Meuterei	-4.464740691706538	-2.157007932662964
Pelikan	-2.187122419476509	Unfall	7.878361284732819	-2.157593011856079
Chaot	-3.8999839052557945	Schlafanzug	0.05377188324928284	-2.1577069759368896
Objekt	2.918055232614279	Unvernunft	-9.013991370797157	-2.1583240032196045
Fieber	4.729678973555565	Unvernunft	-9.013991370797157	-2.1591460704803467
Atmung	2.608798086643219	Ehering	1.1312386095523834	-2.1597394943237305
Logik	1.5887280404567719	Vegetation	-5.818114314228296	-2.1600284576416016
Huhn	9.202502146363258	Jawort	-4.308794870972633	-2.1611125469207764
Schlafanzug	0.05377188324928284	Ton	8.663511797785759	-2.161306381225586
Schlafanzug	0.05377188324928284	Woge	-2.8034511134028435	-2.1622796058654785
Perle	2.745215879753232	Schlafanzug	0.05377188324928284	-2.162790060043335
Egoismus	-5.623658895492554	Oase	1.2013620343059301	-2.1647560596466064
Filzstift	-1.236615538597107	Mitgift	-5.466202057898045	-2.165921211242676
Brechstange	-8.317330837249756	Pelikan	-2.187122419476509	-2.166783571243286
Kissen	7.090225178748369	Zenit	-3.7782170176506042	-2.1668505668640137
Dieb	7.060709983110428	Unvernunft	-9.013991370797157	-2.16766357421875
Kissen	7.090225178748369	Poet	-0.7001466602087021	-2.1677348613739014
Ehering	1.1312386095523834	Frischluft	-4.866132624447346	-2.1688499450683594
Trott	-3.521677783690393	Zielsetzung	-9.369734287261963	-2.168853282928467
Einsicht	-2.077363073825836	Gedicht	3.5261001884937286	-2.1695141792297363
Kissen	7.090225178748369	Sippe	-0.7446432858705521	-2.1695308685302734
Egoismus	-5.623658895492554	Profil	0.10609288699924946	-2.169996738433838
Alter	11.011848032474518	Huhn	9.202502146363258	-2.1702044010162354
Erwartung	-2.826485589146614	Fechten	-3.5602165833115578	-2.1716644763946533
Logik	1.5887280404567719	Oase	1.2013620343059301	-2.1717021465301514
Egoismus	-5.623658895492554	Rudern	-0.08500512782484293	-2.1723835468292236
Einsicht	-2.077363073825836	Klient	-2.454703275114298	-2.1724417209625244
Kissen	7.090225178748369	Käseblatt	-10.951600521802902	-2.1734275817871094
Schlafanzug	0.05377188324928284	Steuer	2.7799694016575813	-2.174147605895996
Bedürfnis	-2.3859115839004517	Nobelpreis	-4.836702216416597	-2.176137924194336
Geburt	6.674906373023987	Schlafanzug	0.05377188324928284	-2.176679849624634
Frischluft	-4.866132624447346	Logik	1.5887280404567719	-2.176696538925171
Hormon	-5.210661418735981	Schlafanzug	0.05377188324928284	-2.176981210708618
Ehering	1.1312386095523834	Wicht	-1.266422301530838	-2.1779961585998535
Bedürfnis	-2.3859115839004517	Ganove	-3.6302917897701263	-2.1780214309692383
Bedürfnis	-2.3859115839004517	Kurve	4.441313711926341	-2.1782095432281494
Bedürfnis	-2.3859115839004517	Frischling	-6.418813429772854	-2.1791791915893555
Käseblatt	-10.951600521802902	Schlafanzug	0.05377188324928284	-2.179597854614258
Fliegerei	-4.365472731180489	Logik	1.5887280404567719	-2.179649829864502
Logik	1.5887280404567719	Taufe	3.7600840721279383	-2.1798453330993652
Kissen	7.090225178748369	Tag	15.204874068498611	-2.1809587478637695
Logik	1.5887280404567719	Sturz	6.394451824948192	-2.181720495223999
Abitur	-0.3912196005694568	Kastanie	-0.3792427182197571	-2.1844587326049805
Kissen	7.090225178748369	Superstar	-2.954972356557846	-2.1844639778137207
Alter	11.011848032474518	Unvernunft	-9.013991370797157	-2.1860275268554688
Huhn	9.202502146363258	Hürdenlauf	-9.386021748185158	-2.186584949493408
Unvernunft	-9.013991370797157	Verkäufer	2.5692035406827927	-2.1872830390930176
Fremdkörper	-7.317862257361412	Tugend	-2.3255178332328796	-2.1881511211395264
Schatz	7.271676138043404	Unvernunft	-9.013991370797157	-2.1885550022125244
Kissen	7.090225178748369	Schrott	1.5970449149608612	-2.1886255741119385
Dichter	2.7992759719491005	Schlafanzug	0.05377188324928284	-2.1889021396636963
Hitze	6.143140479922295	Logik	1.5887280404567719	-2.189793348312378
Lorbeer	-3.944933667778969	Schlafanzug	0.05377188324928284	-2.189819574356079
Dieb	7.060709983110428	Zielsetzung	-9.369734287261963	-2.1899712085723877
Logik	1.5887280404567719	Schlaf	8.005265664309263	-2.19181227684021
Anwalt	4.341611295938492	Huhn	9.202502146363258	-2.192439079284668
Schlafanzug	0.05377188324928284	Zuhause	6.626079693436623	-2.1926558017730713
Saboteur	-7.132949262857437	Schlafanzug	0.05377188324928284	-2.192837715148926
Einsicht	-2.077363073825836	Pack	1.4100436121225357	-2.1934847831726074
Flegel	-3.4737933576107025	Kissen	7.090225178748369	-2.194089412689209
Ehering	1.1312386095523834	Moll	-2.4097345769405365	-2.1947503089904785
Bakterie	-6.543888369575143	Tugend	-2.3255178332328796	-2.1948130130767822
Einsicht	-2.077363073825836	Zerrung	-7.1430506855249405	-2.195380687713623
Logik	1.5887280404567719	Tante	8.117068959400058	-2.195408344268799
Akkord	-3.226024679839611	Bedürfnis	-2.3859115839004517	-2.195751905441284
Abwurf	-1.4734981432557106	Kissen	7.090225178748369	-2.1961987018585205
Delikatesse	-6.472395426593721	Zielsetzung	-9.369734287261963	-2.196290969848633
Pelikan	-2.187122419476509	Zerrung	-7.1430506855249405	-2.1965179443359375
Egoismus	-5.623658895492554	Hypothek	-4.882285479456186	-2.196683406829834
Einsicht	-2.077363073825836	Linie	8.5847123619169	-2.1968352794647217
Egoismus	-5.623658895492554	Zeremonie	-1.3491712855175138	-2.197704792022705
Bild	12.059206001460552	Egoismus	-5.623658895492554	-2.198240041732788
Einsicht	-2.077363073825836	Portion	1.8848784863948822	-2.2001397609710693
Schlafanzug	0.05377188324928284	Weltall	1.5569483488798141	-2.2004494667053223
Kastanie	-0.3792427182197571	Profil	0.10609288699924946	-2.200556993484497
Rente	2.626614920794964	Unvernunft	-9.013991370797157	-2.200805187225342
Logik	1.5887280404567719	Wochenende	4.836975857615471	-2.2008962631225586
Licht	10.874635860323906	Logik	1.5887280404567719	-2.201029062271118
Bedürfnis	-2.3859115839004517	Gauner	1.876230489462614	-2.2014055252075195
Kastanie	-0.3792427182197571	Song	3.8909076899290085	-2.2014899253845215
Atmung	2.608798086643219	Unvernunft	-9.013991370797157	-2.2018256187438965
Huhn	9.202502146363258	Ton	8.663511797785759	-2.2028427124023438
Menge	9.257163532078266	Schlafanzug	0.05377188324928284	-2.203248977661133
Gymnastik	-3.7272429764270782	Huhn	9.202502146363258	-2.204430341720581
Historiker	-4.53767841309309	Schlafanzug	0.05377188324928284	-2.204698085784912
Ehering	1.1312386095523834	Platz	11.40159410238266	-2.2047293186187744
Geburt	6.674906373023987	Kastanie	-0.3792427182197571	-2.2047808170318604
Aufsatz	0.6072830259799957	Schlafanzug	0.05377188324928284	-2.204813003540039
Kabarett	-6.710567452013493	Kastanie	-0.3792427182197571	-2.2050907611846924
Mensch	11.505714982748032	Voraussicht	-9.307827413082123	-2.2051589488983154
Ganove	-3.6302917897701263	Kastanie	-0.3792427182197571	-2.205200672149658
Historiker	-4.53767841309309	Unvernunft	-9.013991370797157	-2.2059214115142822
Egoismus	-5.623658895492554	Film	12.052008230239153	-2.2063846588134766
Mieter	0.8626310676336288	Tugend	-2.3255178332328796	-2.206658363342285
Huhn	9.202502146363258	Steuer	2.7799694016575813	-2.2067103385925293
Egoismus	-5.623658895492554	Mentor	-2.9024910628795624	-2.207010507583618
Kissen	7.090225178748369	Schachmatt	-7.56697241961956	-2.2072625160217285
Huhn	9.202502146363258	Zeuge	4.319033607840538	-2.207303047180176
Kastanie	-0.3792427182197571	Szene	4.544205605983734	-2.207819700241089
Egoismus	-5.623658895492554	Fahrradrennen	-13.376337766647339	-2.2084805965423584
Huhn	9.202502146363258	Übelkeit	0.7249069809913635	-2.2087888717651367
Bedürfnis	-2.3859115839004517	Quartett	-2.577747255563736	-2.209097146987915
Hormon	-5.210661418735981	Kastanie	-0.3792427182197571	-2.209101915359497
Einsicht	-2.077363073825836	Tag	15.204874068498611	-2.209855556488037
Brechstange	-8.317330837249756	Schlafanzug	0.05377188324928284	-2.210202217102051
Filzstift	-1.236615538597107	Sippe	-0.7446432858705521	-2.210315465927124
Pelikan	-2.187122419476509	Temperatur	0.6577067375183105	-2.210620880126953
Moll	-2.4097345769405365	Unvernunft	-9.013991370797157	-2.2107436656951904
Fräulein	2.936716191470623	Logik	1.5887280404567719	-2.2109897136688232
Ehering	1.1312386095523834	Zuhause	6.626079693436623	-2.211124897003174
Ehering	1.1312386095523834	Flegel	-3.4737933576107025	-2.212131977081299
Huhn	9.202502146363258	Temperatur	0.6577067375183105	-2.2129859924316406
Kastanie	-0.3792427182197571	Zeugin	1.80248006246984	-2.213219404220581
Huhn	9.202502146363258	Kandidat	-0.4293460249900818	-2.2140908241271973
Huhn	9.202502146363258	Orakel	-3.3707958981394768	-2.2147676944732666
Sturz	6.394451824948192	Unvernunft	-9.013991370797157	-2.215461492538452
Bedürfnis	-2.3859115839004517	Pokal	2.0256187915802	-2.2162070274353027
Horde	1.4084391817450523	Objektivität	-11.008674524724483	-2.2165229320526123
Erbin	-1.0878456383943558	Filzstift	-1.236615538597107	-2.2167725563049316
Juwel	0.3694374095648527	Kastanie	-0.3792427182197571	-2.21677565574646
Kissen	7.090225178748369	Theologe	-6.334034189581871	-2.217172861099243
Erfinder	0.6872386168688536	Unvernunft	-9.013991370797157	-2.2177960872650146
Huhn	9.202502146363258	Weber	1.9754419922828674	-2.218055486679077
Kabarett	-6.710567452013493	Unvernunft	-9.013991370797157	-2.218291997909546
Filzstift	-1.236615538597107	Gesindel	-3.1783491894602776	-2.2183892726898193
Ehering	1.1312386095523834	Feierabend	-1.7744229324162006	-2.2186226844787598
Einsicht	-2.077363073825836	Lied	9.599109649658203	-2.219240427017212
Wiege	3.691668849438429	Zielsetzung	-9.369734287261963	-2.2197322845458984
Einsicht	-2.077363073825836	Lexikon	-0.022595122456550598	-2.2199881076812744
Ehering	1.1312386095523834	Pack	1.4100436121225357	-2.220860719680786
Fräulein	2.936716191470623	Zielsetzung	-9.369734287261963	-2.2211673259735107
Duell	2.113610040396452	Zielsetzung	-9.369734287261963	-2.2216408252716064
Aroma	0.3366734851151705	Egoismus	-5.623658895492554	-2.2216415405273438
Kastanie	-0.3792427182197571	Taufe	3.7600840721279383	-2.2217798233032227
Haushalt	2.636003702878952	Huhn	9.202502146363258	-2.2220458984375
Kastanie	-0.3792427182197571	Trott	-3.521677783690393	-2.2225518226623535
Huhn	9.202502146363258	Prachtstück	-6.958976730704308	-2.222628116607666
Chefetage	-7.895495250821114	Unvernunft	-9.013991370797157	-2.2226755619049072
Eiskunstlauf	-9.47570689022541	Kastanie	-0.3792427182197571	-2.2227869033813477
Logik	1.5887280404567719	Marke	4.191410418599844	-2.224036693572998
Mitgift	-5.466202057898045	Schlafanzug	0.05377188324928284	-2.224609136581421
Einsicht	-2.077363073825836	Fahrt	8.412981048226357	-2.2251713275909424
Kastanie	-0.3792427182197571	Menge	9.257163532078266	-2.225464344024658
Egoismus	-5.623658895492554	Party	7.086302936077118	-2.226165533065796
Höhe	9.143948495388031	Schlafanzug	0.05377188324928284	-2.2262823581695557
Einsicht	-2.077363073825836	Schlaf	8.005265664309263	-2.2263078689575195
Kissen	7.090225178748369	Prachtstück	-6.958976730704308	-2.2268919944763184
Akkord	-3.226024679839611	Egoismus	-5.623658895492554	-2.2284843921661377
Huhn	9.202502146363258	Höhe	9.143948495388031	-2.2291970252990723
Einsicht	-2.077363073825836	Malerei	1.6277802670374513	-2.229361057281494
Filter	1.6583431977778673	Tugend	-2.3255178332328796	-2.2297139167785645
Logik	1.5887280404567719	Mieter	0.8626310676336288	-2.2298696041107178
Huhn	9.202502146363258	Note	5.481752917170525	-2.230531930923462
Aufsatz	0.6072830259799957	Huhn	9.202502146363258	-2.231407880783081
Miene	0.5031152591109276	Pelikan	-2.187122419476509	-2.232677459716797
Kissen	7.090225178748369	Rivale	-3.6123095899820328	-2.2326853275299072
Nische	-2.4650817438960075	Unvernunft	-9.013991370797157	-2.233184576034546
Helligkeit	-3.029441699385643	Unvernunft	-9.013991370797157	-2.233851432800293
Gericht	6.679904580116272	Schlafanzug	0.05377188324928284	-2.2339251041412354
Geschenk	6.412527404725552	Logik	1.5887280404567719	-2.235154628753662
Ehering	1.1312386095523834	Weltall	1.5569483488798141	-2.2358264923095703
Kissen	7.090225178748369	Zeuge	4.319033607840538	-2.236818552017212
Frischling	-6.418813429772854	Logik	1.5887280404567719	-2.236967086791992
Kastanie	-0.3792427182197571	Medizin	5.639322333037853	-2.2382254600524902
Egoismus	-5.623658895492554	Markt	8.262803301215172	-2.2385573387145996
Ehering	1.1312386095523834	Fahrt	8.412981048226357	-2.2386574745178223
Einsicht	-2.077363073825836	Schrift	4.360811993479729	-2.2392187118530273
Bankkaufmann	-13.140571618452668	Logik	1.5887280404567719	-2.2392311096191406
Bedürfnis	-2.3859115839004517	Zeche	-1.9641368305310607	-2.240312337875366
Einsicht	-2.077363073825836	Flut	3.843942305073142	-2.2406773567199707
Antlitz	-2.3665708377957344	Huhn	9.202502146363258	-2.2414493560791016
Applaus	2.8998716324567795	Schlafanzug	0.05377188324928284	-2.241583824157715
Bedürfnis	-2.3859115839004517	Sorte	5.018177404999733	-2.241605520248413
Sonnenschein	-0.08096493408083916	Zielsetzung	-9.369734287261963	-2.24162220954895
Kissen	7.090225178748369	Mechanik	-4.032476589083672	-2.2417337894439697
Einsicht	-2.077363073825836	Juwel	0.3694374095648527	-2.241736650466919
Huhn	9.202502146363258	Orden	3.317443609237671	-2.242748260498047
Logik	1.5887280404567719	Zeche	-1.9641368305310607	-2.243011951446533
Navigation	-6.2693953067064285	Schlafanzug	0.05377188324928284	-2.243920087814331
Dickicht	-3.5306389182806015	Egoismus	-5.623658895492554	-2.2441601753234863
Medizin	5.639322333037853	Schlafanzug	0.05377188324928284	-2.2442030906677246
Ehering	1.1312386095523834	Vakuum	-3.3503707740455866	-2.2442402839660645
Kastanie	-0.3792427182197571	Lied	9.599109649658203	-2.245337724685669
Erfinder	0.6872386168688536	Kissen	7.090225178748369	-2.2454068660736084
Einsicht	-2.077363073825836	Fieber	4.729678973555565	-2.245696544647217
Unvernunft	-9.013991370797157	Wiege	3.691668849438429	-2.246528148651123
Einsicht	-2.077363073825836	Makler	-2.662885695695877	-2.2478926181793213
Boxen	3.2608930561691523	Zielsetzung	-9.369734287261963	-2.248234510421753
Format	-0.2939246594905853	Tugend	-2.3255178332328796	-2.248903274536133
Bauchweh	-1.2636765539646149	Einsicht	-2.077363073825836	-2.2489805221557617
Anbau	1.1758987680077553	Unvernunft	-9.013991370797157	-2.2490711212158203
Name	12.977396115660667	Schlafanzug	0.05377188324928284	-2.249356985092163
Ehering	1.1312386095523834	Sprint	-3.810788482427597	-2.2496328353881836
Bakterie	-6.543888369575143	Unvernunft	-9.013991370797157	-2.2499847412109375
Huhn	9.202502146363258	Linie	8.5847123619169	-2.2508509159088135
Sense	-0.7420817315578461	Unvernunft	-9.013991370797157	-2.251227617263794
Breitseite	-8.498129345476627	Egoismus	-5.623658895492554	-2.251467704772949
Einsicht	-2.077363073825836	Rekord	2.0852116346359253	-2.2517809867858887
Halunke	-2.9847970455884933	Schlafanzug	0.05377188324928284	-2.2523276805877686
Ahn	-3.1542091676965356	Bedürfnis	-2.3859115839004517	-2.252484083175659
Feierabend	-1.7744229324162006	Kissen	7.090225178748369	-2.252495288848877
Abfall	4.359274074435234	Pelikan	-2.187122419476509	-2.252727508544922
Hürdenlauf	-9.386021748185158	Kastanie	-0.3792427182197571	-2.2538013458251953
Applaus	2.8998716324567795	Huhn	9.202502146363258	-2.254162073135376
Chaot	-3.8999839052557945	Kissen	7.090225178748369	-2.254535675048828
Huhn	9.202502146363258	Rechnung	5.178253456950188	-2.254800319671631
Einsicht	-2.077363073825836	Geruch	6.0035533383488655	-2.2549498081207275
Figur	7.023813709616661	Voraussicht	-9.307827413082123	-2.2551772594451904
Gymnastik	-3.7272429764270782	Kastanie	-0.3792427182197571	-2.2554214000701904
Note	5.481752917170525	Pelikan	-2.187122419476509	-2.255847454071045
Einsicht	-2.077363073825836	Minister	1.0969754084944725	-2.2559149265289307
Filzstift	-1.236615538597107	Präsidium	-4.871387541294098	-2.2568461894989014
Sense	-0.7420817315578461	Zielsetzung	-9.369734287261963	-2.2573752403259277
Allergie	-1.3147691935300827	Unvernunft	-9.013991370797157	-2.2584033012390137
Autor	5.993363253772259	Bedürfnis	-2.3859115839004517	-2.258678436279297
Kastanie	-0.3792427182197571	Lobbyist	-8.945262780413032	-2.2590315341949463
Ehering	1.1312386095523834	Gesindel	-3.1783491894602776	-2.259140968322754
Gatte	-1.3309214301407337	Unvernunft	-9.013991370797157	-2.2595462799072266
Quiz	0.7316404543817043	Tugend	-2.3255178332328796	-2.2595627307891846
Egoismus	-5.623658895492554	Million	3.538586348295212	-2.260040521621704
Egoismus	-5.623658895492554	Schnappschuss	-8.974245131015778	-2.2605104446411133
Rivale	-3.6123095899820328	Schlafanzug	0.05377188324928284	-2.2608609199523926
Adoption	-1.350074402987957	Kissen	7.090225178748369	-2.2613685131073
Kastanie	-0.3792427182197571	Schreck	1.122529048472643	-2.261967897415161
Schlafanzug	0.05377188324928284	Vorrat	1.6541241109371185	-2.2631661891937256
Huhn	9.202502146363258	Zenit	-3.7782170176506042	-2.263399839401245
Einsicht	-2.077363073825836	Reihe	9.98412874341011	-2.2640137672424316
Bedürfnis	-2.3859115839004517	Ladung	3.762605618685484	-2.26450514793396
Adoption	-1.350074402987957	Pelikan	-2.187122419476509	-2.2651662826538086
Egoismus	-5.623658895492554	Panorama	-4.196700023021549	-2.2652969360351562
Logik	1.5887280404567719	Zugabe	0.29823559569194913	-2.2659294605255127
Egoismus	-5.623658895492554	Schießen	-0.22943476401269436	-2.2672789096832275
Lexikon	-0.022595122456550598	Schlafanzug	0.05377188324928284	-2.2679638862609863
Einsicht	-2.077363073825836	Meuterei	-4.464740691706538	-2.2680864334106445
Logik	1.5887280404567719	Rheuma	-3.9571413174271584	-2.2687253952026367
Nobelpreis	-4.836702216416597	Unvernunft	-9.013991370797157	-2.268808603286743
Dekor	-4.277900390326977	Unvernunft	-9.013991370797157	-2.268838882446289
Ehering	1.1312386095523834	Pegel	-3.763823628425598	-2.2691237926483154
Einsicht	-2.077363073825836	Mensch	11.505714982748032	-2.269710063934326
Einsicht	-2.077363073825836	Idol	-0.2364078313112259	-2.269742965698242
Bedürfnis	-2.3859115839004517	Lupe	4.395434346050024	-2.2697861194610596
Kastanie	-0.3792427182197571	Krimi	0.29735690355300903	-2.2707135677337646
Herz	11.223403453826904	Schlafanzug	0.05377188324928284	-2.2715976238250732
Egoismus	-5.623658895492554	Essenszeit	-3.2804195061326027	-2.272223949432373
Abwurf	-1.4734981432557106	Schlafanzug	0.05377188324928284	-2.272367238998413
Sonnenschein	-0.08096493408083916	Unvernunft	-9.013991370797157	-2.2724504470825195
Tante	8.117068959400058	Unvernunft	-9.013991370797157	-2.2725830078125
Pelikan	-2.187122419476509	Vakuum	-3.3503707740455866	-2.273202657699585
Huhn	9.202502146363258	Platz	11.40159410238266	-2.2742722034454346
Anbau	1.1758987680077553	Ehering	1.1312386095523834	-2.274306535720825
Geschenk	6.412527404725552	Unvernunft	-9.013991370797157	-2.2744851112365723
Kastanie	-0.3792427182197571	Orden	3.317443609237671	-2.2746665477752686
Datum	5.596102342009544	Schlafanzug	0.05377188324928284	-2.274888038635254
Chefetage	-7.895495250821114	Einsicht	-2.077363073825836	-2.2753477096557617
Ehering	1.1312386095523834	Frühjahr	2.5446514189243317	-2.275599479675293
Countdown	-4.059704199433327	Egoismus	-5.623658895492554	-2.275865077972412
Licht	10.874635860323906	Unvernunft	-9.013991370797157	-2.276144504547119
Faulpelz	-3.675790786743164	Kissen	7.090225178748369	-2.2766952514648438
Abfall	4.359274074435234	Huhn	9.202502146363258	-2.276909351348877
Kissen	7.090225178748369	Patent	-3.206447124481201	-2.2771174907684326
Kalorie	-8.996546164155006	Logik	1.5887280404567719	-2.277461290359497
Einsicht	-2.077363073825836	Liste	7.7706961669027805	-2.2776641845703125
Kurort	-2.6122540924698114	Unvernunft	-9.013991370797157	-2.2778780460357666
Huhn	9.202502146363258	Sprint	-3.810788482427597	-2.2780556678771973
Ehering	1.1312386095523834	Notfall	3.306615635752678	-2.27840256690979
Kissen	7.090225178748369	Regent	-4.877675756812096	-2.27876615524292
Einsicht	-2.077363073825836	Medaille	0.9785107858479023	-2.27888560295105
Okay	8.668867878615856	Schlafanzug	0.05377188324928284	-2.279463291168213
Pelikan	-2.187122419476509	Rente	2.626614920794964	-2.2795209884643555
Komma	2.0590644241310656	Schlafanzug	0.05377188324928284	-2.280733108520508
Ehering	1.1312386095523834	Leser	5.4704037248156965	-2.2812838554382324
Morast	-3.948236584663391	Voraussicht	-9.307827413082123	-2.2813432216644287
Ehering	1.1312386095523834	Segeln	-0.11303027719259262	-2.2814762592315674
Einsicht	-2.077363073825836	Gewicht	5.2674707397818565	-2.281682014465332
Malerei	1.6277802670374513	Unvernunft	-9.013991370797157	-2.281735420227051
Eiskunstlauf	-9.47570689022541	Unvernunft	-9.013991370797157	-2.2825369834899902
Kissen	7.090225178748369	Spitzname	-1.5993677973747253	-2.2828938961029053
Frühjahr	2.5446514189243317	Kissen	7.090225178748369	-2.283872365951538
Justiz	1.468660544604063	Pelikan	-2.187122419476509	-2.285388469696045
Fahrradrennen	-13.376337766647339	Unvernunft	-9.013991370797157	-2.2859766483306885
Barriere	-3.5565963238477707	Ehering	1.1312386095523834	-2.28611159324646
Wildnis	0.8770149648189545	Zielsetzung	-9.369734287261963	-2.2862212657928467
Egoismus	-5.623658895492554	Software	-1.418589562177658	-2.2869813442230225
Chronik	-4.9263942167162895	Kastanie	-0.3792427182197571	-2.2873873710632324
Kastanie	-0.3792427182197571	Wicht	-1.266422301530838	-2.2874231338500977
Dreck	7.475507825613022	Logik	1.5887280404567719	-2.2879390716552734
Gruppe	8.592610985040665	Tugend	-2.3255178332328796	-2.2884204387664795
Unvernunft	-9.013991370797157	Wochenende	4.836975857615471	-2.2888360023498535
Kissen	7.090225178748369	Minister	1.0969754084944725	-2.2888998985290527
Hobby	3.726004272699356	Kissen	7.090225178748369	-2.2889487743377686
Kastanie	-0.3792427182197571	Spiel	11.976417370140553	-2.2890446186065674
Logik	1.5887280404567719	Monarch	-4.211550995707512	-2.2891247272491455
Einsicht	-2.077363073825836	Krimi	0.29735690355300903	-2.290844440460205
Hunger	8.108772456645966	Kissen	7.090225178748369	-2.291325092315674
Reihe	9.98412874341011	Unvernunft	-9.013991370797157	-2.291409730911255
Erde	12.562941789627075	Objektivität	-11.008674524724483	-2.291764497756958
Huhn	9.202502146363258	Jazz	1.5861757844686508	-2.2919552326202393
Forum	1.1389132291078568	Logik	1.5887280404567719	-2.2921600341796875
Einsicht	-2.077363073825836	Schachmatt	-7.56697241961956	-2.292313814163208
Einsicht	-2.077363073825836	Software	-1.418589562177658	-2.29347825050354
Operation	3.3354970812797546	Pelikan	-2.187122419476509	-2.2937724590301514
Huhn	9.202502146363258	Vertreter	0.5788948088884354	-2.2938308715820312
Antlitz	-2.3665708377957344	Kastanie	-0.3792427182197571	-2.293851852416992
Rudern	-0.08500512782484293	Unvernunft	-9.013991370797157	-2.2939772605895996
Egoismus	-5.623658895492554	Paket	5.183190560899675	-2.294466733932495
Korsett	-3.848000928759575	Unvernunft	-9.013991370797157	-2.2947487831115723
Einsicht	-2.077363073825836	Kurve	4.441313711926341	-2.296215057373047
Kastanie	-0.3792427182197571	Renner	-0.3153753038495779	-2.296473264694214
Egoismus	-5.623658895492554	Palette	-0.9222092954441905	-2.2967591285705566
Kastanie	-0.3792427182197571	Mechanik	-4.032476589083672	-2.2967896461486816
Lobbyist	-8.945262780413032	Unvernunft	-9.013991370797157	-2.297417402267456
Einsicht	-2.077363073825836	Ration	-3.9064048528671265	-2.297736644744873
Kastanie	-0.3792427182197571	Spitzname	-1.5993677973747253	-2.298067808151245
Gatte	-1.3309214301407337	Logik	1.5887280404567719	-2.299370527267456
